time,open,high,low,close,volume
2026-09-16T07:00:00+00:00,4332.76,4336.02,4330.03,4335.51,3144
2026-09-16T07:15:00+00:00,4335.64,4337.71,4332.1,4335.7,2767
2026-09-16T07:30:00+00:00,4335.54,4339.25,4333.57,4336.08,2771
2026-09-16T07:45:00+00:00,4336.57,4338.29,4328.51,4329.38,2800
2026-09-16T08:00:00+00:00,4329.37,4329.86,4322.88,4327.65,3017
2026-09-16T08:15:00+00:00,4327.64,4337.64,4326.67,4334.02,3248
2026-09-16T08:30:00+00:00,4333.95,4334.45,4323.73,4328.58,2843
2026-09-16T08:45:00+00:00,4328.58,4331.48,4324.79,4330.4,2777
2026-09-16T09:00:00+00:00,4330.37,4332.64,4329.7,4332.15,2686
2026-09-16T09:15:00+00:00,4332.09,4334.16,4327.53,4329.77,2950
2026-09-16T09:30:00+00:00,4329.77,4337.42,4329.73,4335.25,3094
2026-09-16T09:45:00+00:00,4335.26,4339.36,4331.16,4338.21,2651
2026-09-16T10:00:00+00:00,4338.25,4349.16,4337.68,4342.8,3271
2026-09-16T10:15:00+00:00,4342.73,4348.87,4340.89,4347.97,2955
2026-09-16T10:30:00+00:00,4347.99,4349.66,4345.67,4349.08,2698
2026-09-16T10:45:00+00:00,4349.05,4350.49,4345.44,4350.49,2582
2026-09-16T11:00:00+00:00,4351.25,4353.39,4346.91,4347.25,3228
2026-09-16T11:15:00+00:00,4347.24,4353.65,4346.48,4350.86,2750
2026-09-16T11:30:00+00:00,4350.84,4353.44,4347.38,4349.64,3037
2026-09-16T11:45:00+00:00,4350.13,4350.86,4341.7,4341.88,2795
2026-09-16T12:00:00+00:00,4341.9,4348.3,4340.65,4343.24,3255
2026-09-16T12:15:00+00:00,4343.22,4345.92,4337.89,4339.59,3154
2026-09-16T12:30:00+00:00,4340.46,4345.21,4335.18,4343.75,3283
2026-09-16T12:45:00+00:00,4343.87,4348.96,4342.22,4347.61,3028
2026-09-16T13:00:00+00:00,4347.48,4357.33,4343.83,4356.45,3650
2026-09-16T13:15:00+00:00,4356.47,4360.45,4349.33,4352.01,3511
2026-09-16T13:30:00+00:00,4351.98,4354.59,4340.24,4340.42,4057
2026-09-16T13:45:00+00:00,4340.45,4345.94,4334.94,4338.54,3756
2026-09-16T14:00:00+00:00,4338.58,4340.13,4324.32,4339.91,3956
2026-09-16T14:15:00+00:00,4339.98,4341.29,4330.71,4338.04,3594
2026-09-16T14:30:00+00:00,4338.24,4346.06,4334.29,4345.57,3526
2026-09-16T14:45:00+00:00,4345.55,4356.05,4345.02,4355.14,3663
2026-09-16T15:00:00+00:00,4354.95,4358.15,4349.95,4353.23,3780
2026-09-16T15:15:00+00:00,4353.25,4355.37,4344.17,4344.21,3403
2026-09-16T15:30:00+00:00,4344.27,4352.8,4342.92,4350.82,3227
2026-09-16T15:45:00+00:00,4350.75,4361.31,4349.9,4352.61,3449
2026-09-16T16:00:00+00:00,4352.73,4353.08,4346.64,4350.14,2954
2026-09-16T16:15:00+00:00,4350.15,4352.33,4344.27,4346.14,2813
2026-09-16T16:30:00+00:00,4346.18,4348.63,4344.99,4347.58,2703
2026-09-16T16:45:00+00:00,4347.58,4348.74,4343.71,4346.61,2725
2026-09-16T17:00:00+00:00,4346.64,4346.81,4341.7,4343.68,2710
2026-09-16T17:15:00+00:00,4343.65,4347.62,4342.47,4347.05,2485
2026-09-16T17:30:00+00:00,4347.04,4350.34,4343.36,4343.96,2762
2026-09-16T17:45:00+00:00,4344.09,4365.0,4342.61,4361.23,3161
